-BEGIN HEADER-,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Daily Data ,,,,,,,
Dates (month/day/year): 01/01/1981 through 01/01/2022 ,,,,,,,
Location: Latitude  32.756   Longitude -97.3225 ,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 254.24 meters,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,
Parameter(s): ,,,,,,,
T2M             MERRA-2 Temperature at 2 Meters (C) ,,,,,,,
QV2M            MERRA-2 Specific Humidity at 2 Meters (g/kg) ,,,,,,,
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) ,,,,,,,
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) ,,,,,,,
WS2M            MERRA-2 Wind Speed at 2 Meters (m/s) ,,,,,,,
PS              MERRA-2 Surface Pressure (kPa) ,,,,,,,
-END HEADER-,,,,,,,
YEAR,MO,Day,T2M,RH2M,PRECTOTCORR,WS2M,PS
1986,2,22,6.75,66.38,0,2.45,99.08
1986,2,23,11.71,61,0,3.69,98.47
1986,2,24,11.76,61.62,0,2.38,98.98
1986,2,25,16.05,59.56,0,1.68,98.68
1986,2,26,17.87,60.69,0,2.2,97.88
1986,2,27,12.58,58.31,0,4.69,98.56
1986,2,28,4.97,58.94,0.02,3.65,99.5
1986,3,1,9.15,58.75,0.01,3.44,98.86
1986,3,2,14.12,64.38,0.04,2.24,98.32
1986,3,3,12.51,67.56,0.82,3.16,98.92
1986,3,4,12.49,56.94,0,2.1,99.29
1986,3,5,14,55.12,0,4.04,98.51
1986,3,6,11.86,59.19,0,2.1,99.08
1986,3,7,14.73,60.81,0,3.7,98.49
1986,3,8,16.34,73.38,0,4.15,98.41
1986,3,9,20.8,70.06,2.45,7.57,97.84
1986,3,10,16.66,55.88,1.9,2.8,98.22
1986,3,11,16.07,83.06,7.54,4.48,97.42
1986,3,12,15.36,54.88,3.3,3.27,97.13
1986,3,13,14.5,68,3.12,1.36,97.64
1986,3,14,13.31,72.12,0.21,1.83,97.97
1986,3,15,15.52,63.75,0.87,2.42,98.01
1986,3,16,15.23,66.62,1.68,2.27,98.33
1986,3,17,16.3,70.56,0.35,5.55,97.86
1986,3,18,16.69,61,12.6,4.7,97.39
1986,3,19,9,50.25,0,4.54,98.93
1986,3,20,6.02,66.75,0,2.64,99.99
1986,3,21,7.48,61.06,0,1.69,100.23
1986,3,22,12.01,58.94,0,4.45,99.74
1986,3,23,14.64,64.19,0,4.39,99.53
1986,3,24,14.91,66.5,0,4.16,99.65
1986,3,25,16.44,64.62,0,5.63,99.23
1986,3,26,17.33,72.88,0,3.02,99.35
1986,3,27,18.32,74,0,1.58,99.58
1986,3,28,19.56,67.62,0,2.53,99.3
1986,3,29,20,57.25,0,3.98,98.91
1986,3,30,20.55,62.06,0,4.1,98.65
1986,3,31,20.32,66.5,0,5.05,98.58
1986,4,1,20.86,70.94,0.57,2.95,98.5
1986,4,2,21.11,69.5,9.29,5.63,97.82
1986,4,3,20.82,77.06,9.65,5.68,97.55
1986,4,4,21.88,72.81,6.25,2.7,98.04
1986,4,5,23.08,75.12,0.12,3.2,98.47
1986,4,6,22.98,72.44,0,3.26,98.79
1986,4,7,25.12,66.88,0.07,3.24,98.56
1986,4,8,22.27,63.38,0.56,4.52,98.38
1986,4,9,14.62,54.31,0.1,3.48,99.1
1986,4,10,14.4,73.38,4.2,2.02,98.68
1986,4,11,17.98,79.06,2.19,3.16,97.95
1986,4,12,20.57,73.31,1.62,2.05,97.91
1986,4,13,22.19,66.25,0.24,4.84,97.72
1986,4,14,16.73,39.62,0.01,4.38,98.56
1986,4,15,15.9,37.12,0.01,2.2,99.15
1986,4,16,16.17,52.88,0.42,2.16,98.95
1986,4,17,19.01,62.38,2.18,5.28,98.25
1986,4,18,21.53,75.25,18.85,3.95,98.19
1986,4,19,18.76,86.06,22.64,3.66,98.39
1986,4,20,15.37,63.38,0.18,3.03,98.48
1986,4,21,16.07,60.31,0.05,2.46,98.75
1986,4,22,16.4,60.62,0,2.36,98.98
1986,4,23,19.55,58.56,0,4.97,98.68
1986,4,24,22.37,57.81,0,4.89,98.68
1986,4,25,22.08,58.81,0.02,4.3,98.44
1986,4,26,21.65,74.25,3.55,5.09,98.09
1986,4,27,20.55,65.12,2.77,5.03,98.09
1986,4,28,19.34,49.19,0,2.55,98.57
1986,4,29,22.94,71.44,8.84,4.3,98.37
1986,4,30,22.83,83.19,20.93,3.91,98.18
1986,5,1,20.09,87.69,9.47,3.51,98.69
1986,5,2,18.9,72.75,0.01,3.41,99.35
1986,5,3,18.15,66.88,0,2.66,99.32
1986,5,4,19.93,66.38,0.01,4.07,98.64
1986,5,5,22.1,79.69,0.45,5.26,97.91
1986,5,6,24.4,72.69,0.16,5.33,97.87
1986,5,7,22.9,81.88,3.61,5,97.91
1986,5,8,22.51,88.94,10.96,5.12,97.8
1986,5,9,22.05,90.56,26.19,3.59,98.03
1986,5,10,21.29,90.69,2.58,2.97,98.06
1986,5,11,23.23,73.69,0.39,1.59,98.19
1986,5,12,23.85,73.5,0.13,2.83,98.04
1986,5,13,23.48,70.62,1.07,3.02,97.94
1986,5,14,23.05,82.75,1.33,4.84,97.66
1986,5,15,24.43,74.5,0.84,5.52,97.86
1986,5,16,22.92,88.44,23.64,4.41,98.06
1986,5,17,20.62,89.5,24.59,3.43,97.97
1986,5,18,15.46,77.69,0.6,3.32,98.54
1986,5,19,17.19,70.25,0,2.09,98.83
1986,5,20,19.39,71.12,0.21,1.95,98.68
1986,5,21,21.47,70.44,0.15,4.22,98.11
1986,5,22,22.76,68.62,0.02,5.1,97.59
1986,5,23,25.23,73,15.67,4.01,97.72
1986,5,24,22.96,87.19,19.43,2.28,98.35
1986,5,25,21.27,90.69,4.25,2.09,98.48
1986,5,26,19.62,79.69,5.07,2.25,98.45
1986,5,27,18.12,79.94,5.08,1.48,98.41
1986,5,28,20.38,65,0,1.35,98.43
1986,5,29,22.24,69.38,0.63,2.01,98.63
1986,5,30,23.84,68.69,3.67,1.3,98.52
1986,5,31,22.94,81.12,20.25,1.61,98.26
1986,6,1,21.62,92.62,21.2,2.35,98.05
1986,6,2,23.86,82.19,13.61,1.01,98.24
1986,6,3,23.65,85.38,4.93,1.95,98.3
1986,6,4,23.33,90,18.4,2.38,98.15
1986,6,5,25.13,84.62,7.59,2.11,97.98
1986,6,6,26.32,79.69,4.29,1.68,97.89
1986,6,7,26.69,81.56,4.54,1.87,97.9
1986,6,8,24.8,89.88,6.79,1.35,97.93
1986,6,9,25.55,85.38,3.12,2.66,97.95
1986,6,10,26.76,84.38,17.37,4.04,98.15
1986,6,11,24.5,71.69,4.97,2.36,98.51
1986,6,12,25.15,64.88,0.05,1.35,98.58
1986,6,13,25.26,73.12,0.94,2.09,98.73
1986,6,14,25.58,77.38,10.11,2.02,98.58
1986,6,15,26.26,77.25,3.83,2.74,98.25
1986,6,16,25.69,83.31,4.95,2.7,98.44
1986,6,17,23.62,89.69,1.82,2.3,98.76
1986,6,18,24.58,83.25,0.78,1.21,98.76
1986,6,19,25.42,81.12,1.94,1.91,98.48
1986,6,20,25.99,79,0.12,2.27,98.59
1986,6,21,26.51,76.62,0.13,2.51,98.64
1986,6,22,26.9,74.5,0.2,2.14,98.74
1986,6,23,26.95,73.5,0.37,1.57,98.75
1986,6,24,26.17,77.12,0.95,1.22,98.75
1986,6,25,26.58,78.25,0.28,1.51,98.67
1986,6,26,26.68,78.06,0,1.99,98.65
1986,6,27,28.59,66.81,0.03,2.99,98.7
1986,6,28,29.01,64.75,0.01,3,98.46
1986,6,29,29.48,58.94,0,3.18,98.25
1986,6,30,29.51,56.56,0.03,4.04,98.09
1986,7,1,29.7,61,1.09,3.52,98.3
1986,7,2,27.73,73.12,7.08,2.01,98.74
1986,7,3,26.72,78.75,8.15,2.48,98.68
1986,7,4,27.81,61.62,0.1,4.23,98.27
1986,7,5,29.07,56.81,0.01,5.09,98.3
1986,7,6,28.47,60.56,0.01,4.46,98.79
1986,7,7,28.33,61.19,0.01,2.96,99.07
1986,7,8,29.12,56.5,0,2.81,98.95
1986,7,9,29.48,52.75,0.55,3.53,98.66
1986,7,10,29.85,53.38,0.13,4.39,98.31
1986,7,11,30.24,53.19,0.17,5.09,98.1
1986,7,12,29.98,55.31,0.02,5.52,98.21
1986,7,13,29.87,49.25,0.01,4.96,98.72
1986,7,14,30.01,46.62,0,3.5,99.02
1986,7,15,30.43,48.44,0,3.97,98.92
1986,7,16,30.37,43.38,0,4.38,98.78
1986,7,17,30.48,39.88,0,4.32,98.84
1986,7,18,30.97,35.06,0,3.39,98.9
1986,7,19,31.75,36.38,0.09,1.94,98.76
1986,7,20,32.79,38.31,2.51,2.15,98.51
1986,7,21,30.68,52.12,9.5,1.93,98.59
1986,7,22,29.67,59.62,1.14,1.69,98.86
1986,7,23,31.05,52.62,0.09,2.72,98.87
1986,7,24,32.47,44.31,0,3.3,98.65
1986,7,25,33.59,37.44,0,3.53,98.41
1986,7,26,33.73,36.5,0,2.73,98.31
1986,7,27,34.12,36.5,0,3.13,98.23
1986,7,28,34.37,30.56,0,3.31,98.35
1986,7,29,35.12,27.62,0,3.11,98.37
1986,7,30,35.87,26.56,0,3.26,98.3
1986,7,31,36.14,26.38,0,2.64,98.33
1986,8,1,35.27,27.88,2.41,2.67,98.37
1986,8,2,33.19,35.81,7.69,2.4,98.48
1986,8,3,28.34,62.31,8.29,2.37,98.91
1986,8,4,27.59,62.5,0.84,1.53,98.85
1986,8,5,29.26,55.25,0.28,3.15,98.51
1986,8,6,29.95,52.25,0.24,4.04,98.39
1986,8,7,28.48,58.81,1.59,3.17,98.48
1986,8,8,29.98,53.81,2.13,2.46,98.38
1986,8,9,30.44,52.19,2.36,2.88,98.25
1986,8,10,26.81,71.81,5.44,2.33,98.51
1986,8,11,28.12,68.88,1.81,1.83,98.74
1986,8,12,28.33,60.69,0.03,2.5,98.64
1986,8,13,29.34,52.38,0,3.09,98.38
1986,8,14,29.96,46.75,0.09,4.17,98.2
1986,8,15,30.35,52.88,1.58,3.66,98.09
1986,8,16,31.15,50.31,1.01,3.03,98.11
1986,8,17,33.09,42,0.09,2.19,98.3
1986,8,18,33.55,41.31,0.01,2.24,98.57
1986,8,19,33.04,40.75,0.03,2.45,98.51
1986,8,20,32.71,36.62,0,2.98,98.39
1986,8,21,30.23,40.88,0.12,2.9,98.7
1986,8,22,29.37,45.69,0.51,3.06,98.67
1986,8,23,28.33,54.5,1.41,3.38,98.74
1986,8,24,27.79,61.06,2.3,2.94,98.67
1986,8,25,29.19,46.31,0.41,2.91,98.73
1986,8,26,30.12,45.12,0.96,3.15,98.66
1986,8,27,28.15,58.12,1.82,2.66,98.69
1986,8,28,25.99,52,0.17,3.87,98.93
1986,8,29,24.36,39.75,0,2.71,99.02
1986,8,30,24.55,35.56,0.87,2.79,98.81
1986,8,31,24.22,62.25,9.75,3.19,98.56
1986,9,1,22.92,87.19,51.25,2.38,98.36
1986,9,2,24.54,86.75,11.29,2.45,98.41
1986,9,3,25.76,81.56,6.72,2.02,98.49
1986,9,4,25.07,86.19,16.89,1.54,98.61
1986,9,5,25.02,84.81,15.31,2.74,98.48
1986,9,6,23.94,85.5,9.04,0.87,98.57
1986,9,7,21.87,81.5,1.79,2.96,98.99
1986,9,8,20.81,76.69,0.09,2.26,99.03
1986,9,9,24.49,80.06,0.52,3.04,98.55
1986,9,10,25.46,81.69,0.34,4.21,98.18
1986,9,11,24.99,73.44,0.07,3.91,98.27
1986,9,12,21.63,62.12,0,1.74,98.85
1986,9,13,23.01,67.75,0.26,1.7,98.96
1986,9,14,24.4,81.56,0.81,2.34,98.88
1986,9,15,26.19,76.31,0.1,2.81,98.75
1986,9,16,26.55,73.12,0.1,2.8,98.81
1986,9,17,25.9,75.81,0.04,3.63,98.6
1986,9,18,25.38,79.44,1.19,3.6,98.6
1986,9,19,25.55,78.25,0.45,3.88,98.77
1986,9,20,25.83,74.12,0.45,3.3,98.91
1986,9,21,25.11,79,0.17,3.45,98.87
1986,9,22,26.58,70.56,0.05,3.6,98.64
1986,9,23,26.81,70.62,0.01,3.7,98.23
1986,9,24,27.58,65.12,0,5.77,97.81
1986,9,25,27.27,68.06,0.04,4.89,98.14
1986,9,26,27.98,65.56,0.05,5.05,98.4
1986,9,27,27.69,67.19,0.79,3.96,98.55
1986,9,28,27.01,73.94,2.58,4.37,98.51
1986,9,29,27.34,70,1.65,5.92,98.3
1986,9,30,26.83,69.19,5.43,4.77,98.29
1986,10,1,27.06,72.38,8.07,4.65,98.2
1986,10,2,27.53,68.5,3.42,6.16,98.04
1986,10,3,26.76,72.5,9.04,5.08,98.03
1986,10,4,22.94,87.69,22.89,3.12,98.58
1986,10,5,16.98,83.44,13.54,3.5,98.98
1986,10,6,16.19,84.62,6.92,2.58,99.21
1986,10,7,17.41,85.19,0.83,1.63,99
1986,10,8,19.31,87.94,0.69,1.77,98.72
1986,10,9,20.6,83.12,0.73,1.53,98.96
1986,10,10,20.26,81.94,1.35,1.81,98.8
1986,10,11,18.99,90.62,4.36,3.62,98.11
1986,10,12,9.8,68.25,2.39,4.75,99
1986,10,13,10.07,68.31,0,2.3,99.06
1986,10,14,12.97,70.88,0.22,2.41,98.91
1986,10,15,14.2,65.06,0.17,1.55,99.36
1986,10,16,15.83,66.19,0,0.94,99.35
1986,10,17,17.45,66.38,0,1.88,99.02
1986,10,18,17.22,68.38,0,2.19,99.16
1986,10,19,16.71,72.38,0,1.92,99.47
1986,10,20,16.36,72.56,0.02,2.04,99.43
1986,10,21,16.18,75.25,1.53,3.09,99.05
1986,10,22,18.01,89.19,10.1,3.21,98.57
1986,10,23,18.36,91.44,3.52,2.31,98.57
1986,10,24,15.9,76.69,0,3.71,98.72
1986,10,25,13.93,73.81,0.02,3.2,98.66
1986,10,26,13.7,76.5,0.02,2.13,98.83
1986,10,27,15.36,68.19,0,1.11,98.94
1986,10,28,16.3,67.06,0,2.45,98.95
1986,10,29,17.26,75.38,0,1.45,99.29
1986,10,30,17.7,72.31,0,2.09,99.17
1986,10,31,16.72,74.75,0,3.26,99.03
1986,11,1,17.45,76.81,0,1.94,99.52
1986,11,2,14.52,80.19,1.92,2.94,99.74
1986,11,3,14.15,89.31,5.08,2.23,98.97
1986,11,4,16.61,85.56,18.74,5.12,98.11
1986,11,5,10.28,76.56,0,3.3,98.71
1986,11,6,11.69,78.44,0,3.09,98.56
1986,11,7,15.98,80.06,0.09,3.95,98.29
1986,11,8,15.03,67.25,0.11,1.27,98.72
1986,11,9,10.41,62.81,0,3.35,99.53
1986,11,10,9.98,89.88,11.95,2.76,99.2
1986,11,11,2.37,69.06,1.16,3.55,99.73
1986,11,12,2.17,78.06,0.26,4.05,99.86
1986,11,13,-2.77,49.56,0,4.27,100.86
1986,11,14,2.95,62.31,0.75,2.29,99.62
1986,11,15,10.71,84.75,0.25,2.99,98.62
1986,11,16,13.1,82.5,0,2.12,98.19
1986,11,17,14.62,79,0,1.69,98
1986,11,18,12.92,74.31,0.35,3.84,98.47
1986,11,19,8.85,86.69,1.68,2.08,98.26
1986,11,20,10.33,74.62,0,3.27,98.91
1986,11,21,9.3,73.62,0.76,1.76,99
1986,11,22,15.14,81.44,4.3,2.92,98
1986,11,23,8.06,84,2.23,4.72,98.66
1986,11,24,5.87,80.31,3.76,3.94,99
1986,11,25,7.25,89.31,25.5,3.09,97.98
1986,11,26,6.47,79.75,0.06,3.73,98.97
1986,11,27,4.78,79.56,0.02,2.06,99.36
1986,11,28,5.69,73.38,0.04,1.55,99.25
1986,11,29,7.95,67.62,0,0.98,98.86
1986,11,30,8.58,81.38,0,2.45,98.02
1986,12,1,5.43,70.38,0.06,4.81,98.36
1986,12,2,4.2,78.12,0,2.77,98.92
1986,12,3,4.26,80.06,0,1.4,99.57
1986,12,4,5.95,78.62,0.05,1.52,99.92
1986,12,5,6.12,79.56,0.13,2.02,99.9
1986,12,6,8.93,83.12,7.45,4.18,99.35
1986,12,7,12.8,93.69,7.68,3.97,98.59
1986,12,8,6.9,88.5,2.75,2.59,98.55
1986,12,9,4.55,83.25,0.04,3.48,98.98
1986,12,10,-0.01,74.19,0.39,3.77,99.54
1986,12,11,0.91,74,5.29,1.6,99.22
1986,12,12,3.86,78.94,0.79,1.53,99.65
1986,12,13,4.52,79.31,0.35,2.3,99.84
1986,12,14,6.36,94.75,6.98,2.73,99.45
1986,12,15,9.11,94.94,0.67,1.68,99.28
1986,12,16,9.33,89.94,2.99,0.63,99.25
1986,12,17,9.67,95,4.89,1.45,98.98
1986,12,18,4.14,86.88,15.51,3.04,99.25
1986,12,19,3.66,84,0.07,1.5,99.05
1986,12,20,5.08,93.56,0.73,1.56,99.09
1986,12,21,6.72,86.94,3.34,2.45,99.55
1986,12,22,5.01,85.12,2.82,3.96,99.18
1986,12,23,3.91,85.88,1.42,3.2,98.58
1986,12,24,4.82,78.44,0.04,1.51,98.43
1986,12,25,7.23,76.81,0.34,1.22,98.74
1986,12,26,5.75,83.94,0.06,1.6,99.23
1986,12,27,3.72,86.62,0,1.45,99.41
1986,12,28,3.05,89.5,0,0.91,99.49
1986,12,29,5.35,86.56,0,1.98,99.36
1986,12,30,3.9,75.5,0,1.45,99.22
1986,12,31,5.8,73.12,0,1.58,98.76
1987,1,1,3.23,77.75,0,3.14,99.37
1987,1,2,4.07,74.75,0.14,3.63,98.72
1987,1,3,5.05,88.88,0.83,5.23,98.61
1987,1,4,3.08,83.31,0,1.74,99.34
1987,1,5,3.93,85.56,0.16,3.67,98.95
1987,1,6,9.51,76.25,0.01,2.62,98.66
1987,1,7,6.35,80.19,0.11,3.08,99.17
1987,1,8,5.06,90.62,3.94,2.62,99.07
1987,1,9,4.51,82.19,19.4,3.86,98.53
1987,1,10,0.33,73.75,0,3.67,99.2
1987,1,11,-0.18,70.94,0,1.78,99.72
1987,1,12,5.66,72.62,0,2.16,99.2
1987,1,13,7.51,84.44,0.01,2.52,98.71
1987,1,14,9.84,87.31,0.34,4.05,98.11
1987,1,15,7.48,92.38,0.66,2.95,98.32
1987,1,16,2.55,88.5,5.76,4.18,98.8
1987,1,17,0,90.69,9.27,3.96,98.52
1987,1,18,-2.79,88.19,5.93,4.73,98.3
1987,1,19,-3.74,82.81,0,1.76,98.88
1987,1,20,-2.2,85.44,0.28,2.71,99.47
1987,1,21,-0.97,80.69,0.03,1.91,98.94
1987,1,22,-0.76,70.25,0.04,3.77,99.19
1987,1,23,3.05,73.19,0,3.45,98.42
1987,1,24,5.15,80.25,0,4.09,97.95
1987,1,25,0.83,76.31,0,2.7,98.78
1987,1,26,3.13,79,0.01,1.46,99.29
1987,1,27,8.73,79,0.04,2.29,98.88
1987,1,28,10.28,85.56,0.06,3.08,98.44
1987,1,29,12.73,69.38,0,4.34,98.5
1987,1,30,8.87,63.06,0,2,99.3
1987,1,31,8.15,78.12,0.94,3.39,98.72
1987,2,1,11.42,81.62,6.19,2.55,97.96
1987,2,2,11.89,78.31,0,2.27,98.12
1987,2,3,12.71,82.69,0.01,1.76,98.27
1987,2,4,13.62,83.81,3.98,3.21,98.56
1987,2,5,9.76,91.12,5.76,3.72,99.13
1987,2,6,3.87,88.69,7.09,5.15,99.48
1987,2,7,7,71.81,0,3.2,99.5
1987,2,8,8.13,66.25,0,4.63,99.32
1987,2,9,5.12,71.56,0.01,2.42,99.72
1987,2,10,10.26,81.12,0,4.42,99.06
1987,2,11,14.15,83.06,0.04,3.35,98.73
1987,2,12,14.94,83.31,0,1.6,98.88
1987,2,13,15.27,86.19,1.5,3.63,98.35
1987,2,14,15.37,89.25,4.97,4.04,97.2
1987,2,15,10.19,77.81,1.79,4.71,96.92
1987,2,16,4.25,76.69,0.13,4.89,98.05
1987,2,17,2.03,72.81,0.04,4.05,98.74
1987,2,18,2.82,74.06,0,1.66,99.04
1987,2,19,4.42,81.62,7.8,2.49,99.1
1987,2,20,3.05,92.62,16.72,2.67,99.31
1987,2,21,5.02,85.94,0.87,2.26,98.87
1987,2,22,6.72,75.38,0.58,2.46,98.76
1987,2,23,7.54,74.25,0,3.09,98.75
1987,2,24,7.15,92.12,12.87,3.14,98.67
1987,2,25,8.99,94.56,5.77,2.73,98.84
1987,2,26,10.25,94.25,13.79,2.18,98.31
1987,2,27,12.91,92.5,17.26,2.11,97.74
1987,2,28,8.72,76.62,12.84,5.38,97.58
1987,3,1,7.03,71.19,0,3.19,98.77
1987,3,2,8.65,69.69,0,1.27,99.13
1987,3,3,9.66,72.44,0,1.68,99.55
1987,3,4,11.27,68.69,0,1.45,100.01
1987,3,5,12.23,62.12,0,1.72,99.59
1987,3,6,12.63,68.94,0,1.78,99.15
1987,3,7,12.9,70.06,0.01,1.66,98.9
1987,3,8,13.73,66.06,0.03,1.02,98.44
1987,3,9,11.28,74.31,0.03,3.23,98.66
1987,3,10,5.72,76.56,0.02,3.72,99.28
1987,3,11,6.26,73.06,0.25,2.35,99.55
1987,3,12,7.34,74,0,1.45,99.65
1987,3,13,10.35,71.75,0,2.95,99.31
1987,3,14,13.44,78.69,0.59,5.29,98.11
1987,3,15,16.9,83.94,1.13,3.96,97.99
1987,3,16,17.63,86.06,13.11,5.76,97.59
1987,3,17,13.56,67.62,12.97,4.62,96.97
1987,3,18,11.24,61.25,0,4.21,97.52
1987,3,19,13.9,69.88,0,2.65,98.08
1987,3,20,17.23,76.38,0.08,3.95,98.04
1987,3,21,18.18,76.88,0.47,2.43,97.88
1987,3,22,18.83,82.12,1.17,3.55,97.47
1987,3,23,13.26,62.44,3.45,6.93,96.88
1987,3,24,8.48,62.38,0,4.36,97.7
1987,3,25,9.11,62.19,0.07,2.07,98.49
1987,3,26,8.22,78.19,3.63,2.15,98.62
1987,3,27,11.81,70.31,0,2.65,97.89
1987,3,28,9.75,66.81,1.94,4.16,98.22
1987,3,29,1.3,60.81,0.3,6.16,99.05
1987,3,30,1.87,52.75,0.02,4.72,99.29
1987,3,31,8.26,57.75,0,2.5,98.98
1987,4,1,13.76,63.31,0,3.66,98.44
1987,4,2,6.61,64.44,0.1,5.21,99.23
1987,4,3,6.54,62.12,0,2,99.28
1987,4,4,7.81,62.38,0,2.6,99.35
1987,4,5,9.31,69.69,1.94,1.94,99.26
1987,4,6,9.88,67,0,2.29,99.02
1987,4,7,11.1,70.81,0.11,2.12,98.93
1987,4,8,14.57,62.38,0.04,1.95,98.82
1987,4,9,16.1,57.38,0,2.38,98.4
1987,4,10,15.92,65.75,0,3.58,98.1
1987,4,11,18.82,65.38,0.06,3.38,97.58
1987,4,12,22.33,73.94,0.79,6.05,97.28
1987,4,13,16.73,61.25,0.71,6.18,97.79
1987,4,14,13.26,49.06,0.02,6.19,98.19
1987,4,15,16.08,50.94,0,3.12,98.32
1987,4,16,19.62,55.25,0,1.08,98.15
1987,4,17,22.8,56.06,0,2.47,97.83
1987,4,18,24.66,54.06,0,3.57,97.75
1987,4,19,23.01,58.94,0.03,4.21,98.06
1987,4,20,23.44,61.31,3.33,3.59,98.46
1987,4,21,15.36,76.25,3.21,4.37,99.2
1987,4,22,16.99,51.12,0,2.42,99.02
1987,4,23,19.48,49.88,0,2.34,98.72
1987,4,24,19.68,59.38,0,2.58,99
1987,4,25,21.46,57.25,0,1.66,99.2
1987,4,26,22.37,52.44,0,1.78,99.27
1987,4,27,23.98,43.25,0.01,1.43,99.19
1987,4,28,23.83,55.62,0,2.27,99.11
1987,4,29,24.46,49.69,0,2.73,98.72
1987,4,30,24.3,40,0.01,4.03,98.4
1987,5,1,21.33,69.94,3.5,3.58,98.04
1987,5,2,25.47,60.88,5.29,4.86,97.39
1987,5,3,23.85,64.25,16.63,3.2,97.69
1987,5,4,23.43,67.62,6.82,2.91,98.31
1987,5,5,23.41,61,0.23,2.3,98.64
1987,5,6,21.07,64.94,2.31,2.98,98.81
1987,5,7,19.87,76.88,4.58,2.84,98.79
1987,5,8,21.67,71.25,0.83,2.49,98.82
1987,5,9,21.8,68.06,0.12,1.73,98.68
1987,5,10,23.26,60.56,0,2.46,98.39
1987,5,11,24.42,60.62,0.15,2.41,98.36
1987,5,12,23.62,69.12,0.48,2.02,98.47
1987,5,13,24.76,64.75,1.3,1.91,98.4
1987,5,14,24.12,73.12,11.22,1.75,98.58
1987,5,15,23.73,74.44,7.26,1.13,98.75
1987,5,16,23.6,71.44,1.05,1.27,98.44
1987,5,17,24.71,69.81,0.09,1.96,98.1
1987,5,18,26.83,66.81,2.27,3.48,98.01
1987,5,19,23.1,83.38,6.7,3.45,98.09
1987,5,20,25.78,68.62,2.39,5.12,97.97
1987,5,21,25.94,69,2.55,3.02,98.46
1987,5,22,26.11,68.94,3.46,1.5,98.82
1987,5,23,24.15,79.62,19.54,2.23,98.79
1987,5,24,23.26,78,4.09,2.64,98.39
1987,5,25,24.45,74.38,0.44,3.32,98.22
1987,5,26,25.28,71.06,0.54,5,98.21
1987,5,27,24.18,80.06,28,4.94,98.27
1987,5,28,23.32,91.25,63.38,4.29,98.38
1987,5,29,22.08,92.31,2.99,3.46,98.47
1987,5,30,22.19,89.12,1.41,2.33,98.56
1987,5,31,23.11,85.5,0.87,2.44,98.53
1987,6,1,24.11,79.88,0.56,3.51,98.31
1987,6,2,23.47,86.94,3.75,2.99,98.41
1987,6,3,21.4,88.62,3.33,3.09,98.96
1987,6,4,20.94,69.19,0.1,3.45,99.31
1987,6,5,21.2,69.69,0,2.07,99.2
1987,6,6,21.69,70.38,0,1.49,99.04
1987,6,7,24.31,63.06,0.64,1.46,98.93
1987,6,8,23.01,86.81,9.45,1.75,98.93
1987,6,9,22.51,89.25,15.08,2.08,98.74
1987,6,10,23.23,88.56,13.43,3.07,98.53
1987,6,11,23.92,91.06,23.86,3.13,98.49
1987,6,12,25.62,88.12,17.36,2.12,98.45
1987,6,13,26.28,81.94,2.85,2.34,98.42
1987,6,14,27.54,71.5,0.29,0.74,98.36
1987,6,15,27.27,74.94,2.7,1.56,98.21
1987,6,16,27.56,75.25,1.1,2.23,98.14
1987,6,17,28.07,79.5,10.4,2.27,98.25
1987,6,18,26.37,80.75,2.46,1.09,98.4
1987,6,19,27.08,81.38,10.06,2.34,98.16
1987,6,20,26.78,81,2.31,3.27,97.98
1987,6,21,26.86,79,0.03,2.78,98.01
1987,6,22,26.38,80.75,0.01,2.95,98.01
1987,6,23,26.87,80,0.41,2.09,98.24
1987,6,24,27.88,76.44,0.75,1.46,98.31
1987,6,25,26.91,76.69,0.12,2.36,98.39
1987,6,26,24.27,66.56,0,2.94,98.76
1987,6,27,26.06,63.56,0,1.77,98.71
1987,6,28,25.98,63.5,0.71,2.94,98.49
1987,6,29,25.9,74.81,6.78,3.51,98.32
1987,6,30,25.14,81.25,2.39,2.84,98.41
1987,7,1,26.48,71.19,6.65,1.48,98.48
1987,7,2,26.73,82.62,16.33,2.86,98.25
1987,7,3,27.13,79.5,1.61,2.98,98.18
1987,7,4,28.18,70.38,0.03,4.91,98.05
1987,7,5,28.91,68.44,0,5.49,98.1
1987,7,6,27.9,71.81,0,4.52,98.36
1987,7,7,27.48,72.56,0.01,4.27,98.4
1987,7,8,26.31,74.31,0.26,3.62,98.48
1987,7,9,27.33,71,0.3,4.13,98.55
1987,7,10,27.07,70.88,0.03,4.19,98.55
1987,7,11,29.11,65.44,0.13,4.64,98.42
1987,7,12,29.33,64.38,3.28,3.98,98.35
1987,7,13,25.02,70,0.75,3.14,98.74
1987,7,14,24.76,57.19,0,1.98,98.85
1987,7,15,25.91,62.69,3.55,2.12,98.58
1987,7,16,26.44,73.25,6.51,3.8,98.52
1987,7,17,27.8,72.56,3.13,5.45,98.4
1987,7,18,29.57,61.88,0.16,4.8,98.55
1987,7,19,29.62,61.56,0,3.32,98.76
